cve_inegi,NOM_ENT,NOM_MUN,Pnat,HOMP1000,IDH
21065,Puebla,General Felipe Ángeles,0.945051555,0.04406451,0.611
21066,Puebla,Guadalupe,0.947450008,0,0.58
21067,Puebla,Guadalupe Victoria,0.894324957,0.106473595,0.623
21068,Puebla,Hermenegildo Galeana,0.988018828,0,0.562
21069,Puebla,Huaquechula,0.96603154,0.136831663,0.594
21070,Puebla,Huatlatlauca,0.932580592,0,0.564
21071,Puebla,Huauchinango,0.9098378,0.163546457,0.691
21072,Puebla,Huehuetla,0.972778363,0.058541154,0.56
21073,Puebla,Huehuetlán el Chico,0.86045082,0.102459016,0.645
21074,Puebla,Huejotzingo,0.871522347,0.264334648,0.709
21075,Puebla,Hueyapan,0.965978593,0,0.627
21076,Puebla,Hueytamalco,0.889528986,0.144927536,0.611
21077,Puebla,Hueytlalpan,0.990421778,0,0.536
21078,Puebla,Huitzilan de Serdán,0.990205927,0,0.529
21079,Puebla,Huitziltepec,0.957108267,0.345901072,0.662
21080,Puebla,Atlequizayan,0.971515382,0,0.567
21081,Puebla,Ixcamilpa de Guerrero,0.879212792,0,0.578
21082,Puebla,Ixcaquixtla,0.924011813,0,0.684
21083,Puebla,Ixtacamaxtitlán,0.864015166,0.039496031,0.602
21084,Puebla,Ixtepec,0.985467626,0,0.529
21085,Puebla,Izúcar de Matamoros,0.914828098,0.446811337,0.7
21086,Puebla,Jalpan,0.901825726,0.248962656,0.6
21087,Puebla,Jolalpan,0.837917042,0.150285543,0.571
21088,Puebla,Jonotla,0.957819161,0.673098497,0.603
21089,Puebla,Jopala,0.953342676,0,0.583
21090,Puebla,Juan C. Bonilla,0.923811126,0.04204684,0.693
21091,Puebla,Juan Galindo,0.868233618,0.101750102,0.713
21092,Puebla,Juan N. Méndez,0.946533157,0.188928774,0.546
21093,Puebla,Lafragua,0.932941176,0,0.59
21094,Puebla,Libres,0.902139195,0.161043562,0.654
21096,Puebla,Mazapiltepec de Juárez,0.911523929,0.629722922,0.642
21098,Puebla,Molcaxac,0.969706059,0.299940012,0.608
21099,Puebla,Cañada Morelos,0.909724575,0.242025267,0.59
21100,Puebla,Naupan,0.953061224,0.214822771,0.569
21101,Puebla,Nauzontla,0.969852276,0,0.592
21102,Puebla,Nealtican,0.949413854,0.071047957,0.637
21103,Puebla,Nicolás Bravo,0.939945816,0,0.612
21104,Puebla,Nopalucan,0.854296351,0.09154156,0.653
21105,Puebla,Ocotepec,0.898365176,0,0.618
21106,Puebla,Ocoyucan,0.828001594,0.14061731,0.613
21107,Puebla,Olintla,0.980405236,0,0.557
21108,Puebla,Oriental,0.841028991,0,0.663
21109,Puebla,Pahuatlán,0.864308967,0.246621288,0.622
21110,Puebla,Palmar de Bravo,0.957352765,0.199100068,0.577
21111,Puebla,Pantepec,0.886280225,0.053972366,0.622
21112,Puebla,Petlalcingo,0.934117647,0,0.606
21113,Puebla,Piaxtla,0.914631511,0,0.644
21114,Puebla,Puebla,0.857694301,0.130009733,0.795
21115,Puebla,Quecholac,0.962305146,0.017243758,0.597
21116,Puebla,Quimixtlán,0.894071319,0,0.527
21117,Puebla,Rafael Lara Grajales,0.862086259,0.062688064,0.692
21118,Puebla,Los Reyes de Juárez,0.965823923,0.099930049,0.649
21119,Puebla,San Andrés Cholula,0.755963172,0.097120066,0.757
21120,Puebla,San Antonio Cañada,0.978949141,0,0.561
21121,Puebla,San Diego la Mesa Tochimiltzingo,0.952755906,0,0.558
21122,Puebla,San Felipe Teotlalcingo,0.904365904,0.090391395,0.664
21123,Puebla,San Felipe Tepatlán,0.989190614,0,0.543
21124,Puebla,San Gabriel Chilac,0.935314028,0.062680206,0.621
21125,Puebla,San Gregorio Atzompa,0.918415883,0,0.728
21126,Puebla,San Jerónimo Tecuanipan,0.964680916,0.151584053,0.625
21127,Puebla,San Jerónimo Xayacatlán,0.921797005,0,0.622
21128,Puebla,San José Chiapa,0.815857512,0,0.626
21129,Puebla,San José Miahuatlán,0.972606649,0.071336853,0.608
21130,Puebla,San Juan Atenco,0.938679245,0,0.643
21131,Puebla,San Juan Atzompa,0.923076923,0,0.647
21132,Puebla,San Martín Texmelucan,0.883894746,0.224736416,0.736
21133,Puebla,San Martín Totoltepec,0.933526012,1.445086705,0.666
21134,Puebla,San Matías Tlalancaleca,0.904882235,0.047678078,0.67
21135,Puebla,San Miguel Ixitlán,0.857414449,0,0.577
21136,Puebla,San Miguel Xoxtla,0.893908996,0,0.733
21137,Puebla,San Nicolás Buenos Aires,0.9444763,0,0.595
21138,Puebla,San Nicolás de los Ranchos,0.961035654,0.084889643,0.655
21139,Puebla,San Pablo Anicano,0.931630753,0,0.668
21140,Puebla,San Pedro Cholula,0.856313162,0.028894844,0.774
21141,Puebla,San Pedro Yeloixtlahuaca,0.923451835,0,0.654
21142,Puebla,San Salvador el Seco,0.952707334,0.097914423,0.639
21143,Puebla,San Salvador el Verde,0.914908257,0.05733945,0.678
21144,Puebla,San Salvador Huixcolotla,0.949553306,0.655151876,0.641
21145,Puebla,San Sebastián Tlacotepec,0.92114641,0.379103799,0.519
21146,Puebla,Santa Catarina Tlaltempan,0.926568758,0,0.589
21147,Puebla,Santa Inés Ahuatempan,0.955054408,0.473111497,0.578
21148,Puebla,Santa Isabel Cholula,0.953818055,0.086971647,0.627
21149,Puebla,Santiago Miahuatlán,0.884885678,0.065987001,0.674
21150,Puebla,Huehuetlán el Grande,0.976576577,0.163800164,0.56
21151,Puebla,Santo Tomás Hueyotlipan,0.958239399,0.107353731,0.674
21152,Puebla,Soltepec,0.921146386,0.079170295,0.642
21153,Puebla,Tecali de Herrera,0.949291005,0.126984127,0.676
21154,Puebla,Tecamachalco,0.947902094,0.495227247,0.681
21155,Puebla,Tecomatlán,0.709516837,1.02489019,0.699
21156,Puebla,Tehuacán,0.837958889,0.094710857,0.721
21157,Puebla,Tehuitzingo,0.931186869,0.157828283,0.628
21158,Puebla,Tenampulco,0.905235059,0,0.62
21159,Puebla,Teopantlán,0.975234619,0,0.557
21160,Puebla,Teotlalco,0.72024939,0.542152345,0.639
21161,Puebla,Tepanco de López,0.930866865,0,0.667
21162,Puebla,Tepango de Rodríguez,0.977376655,0.481347774,0.575
21163,Puebla,Tepatlaxco de Hidalgo,0.965736714,0.053039143,0.629
21164,Puebla,Tepeaca,0.957410704,0.189865907,0.674
21165,Puebla,Tepemaxalco,0.972039474,0,0.54
21166,Puebla,Tepeojuma,0.925431711,0.336398296,0.638
21167,Puebla,Tepetzintla,0.985732189,0,0.546
21168,Puebla,Tepexco,0.956001595,0.132925695,0.592
21169,Puebla,Tepexi de Rodríguez,0.935381308,0.179123192,0.639
21170,Puebla,Tepeyahualco,0.84109375,0.260416667,0.601
21171,Puebla,Tepeyahualco de Cuauhtémoc,0.962087769,0,0.678
21172,Puebla,Tetela de Ocampo,0.92170047,0.036743092,0.644
21173,Puebla,Teteles de Avila Castillo,0.92199008,0,0.749
21174,Puebla,Teziutlán,0.894683491,0.038616375,0.748
21175,Puebla,Tianguismanalco,0.925166297,0.207871397,0.651
21176,Puebla,Tilapa,0.912562086,1.241721854,0.655
21177,Puebla,Tlacotepec de Benito Juárez,0.9574301,0.273937579,0.599
21178,Puebla,Tlacuilotepec,0.923264693,0.125179946,0.574
21179,Puebla,Tlachichuca,0.939378615,0,0.622
21180,Puebla,Tlahuapan,0.908633596,0.168483886,0.645
21181,Puebla,Tlaltenango,0.830707071,0.134680135,0.663
21182,Puebla,Tlanepantla,0.955844156,0.185528757,0.659
21183,Puebla,Tlaola,0.971859247,0.097880879,0.582
21184,Puebla,Tlapacoya,0.966209903,0,0.563
21185,Puebla,Tlapanalá,0.951179428,0,0.602
21186,Puebla,Tlatlauquitepec,0.942457176,0.071973514,0.662
21187,Puebla,Tlaxco,0.834414268,0.202675314,0.568
21188,Puebla,Tochimilco,0.910535853,0.051773233,0.591
21189,Puebla,Tochtepec,0.957067783,0.356283958,0.661
21190,Puebla,Totoltepec de Guerrero,0.887110362,0,0.635
21191,Puebla,Tulcingo,0.866578867,0.303920575,0.608
21192,Puebla,Tuzamapan de Galeana,0.941593518,0.337609723,0.633
21193,Puebla,Tzicatlacoyan,0.986565781,0,0.594
21194,Puebla,Venustiano Carranza,0.755309033,0.211304807,0.668
21195,Puebla,Vicente Guerrero,0.960051207,0.03765202,0.544
21196,Puebla,Xayacatlán de Bravo,0.935031847,0,0.679
21197,Puebla,Xicotepec,0.910399424,0.223350002,0.669
21198,Puebla,Xicotlán,0.93445122,0,0.572
21199,Puebla,Xiutetelco,0.887828051,0.046573365,0.567
21200,Puebla,Xochiapulco,0.944525123,0,0.608
21201,Puebla,Xochiltepec,0.956444444,0.592592593,0.588
21202,Puebla,Xochitlán de Vicente Suárez,0.978579655,0.076775432,0.597
21203,Puebla,Xochitlán Todos Santos,0.946642519,0.139314572,0.594
21204,Puebla,Yaonáhuac,0.966565733,0,0.698
21205,Puebla,Yehualtepec,0.96351167,0.378902698,0.624
21206,Puebla,Zacapala,0.949214547,0.215192597,0.575
21207,Puebla,Zacapoaxtla,0.950437922,0.051825108,0.645
21208,Puebla,Zacatlán,0.911562368,0.354849418,0.675
21209,Puebla,Zapotitlán,0.950319953,0,0.649
21210,Puebla,Zapotitlán de Méndez,0.952951542,0,0.631
21211,Puebla,Zaragoza,0.909503343,0.059694365,0.751
21212,Puebla,Zautla,0.949461795,0,0.634
21213,Puebla,Zihuateutla,0.934319378,0.501378792,0.591
21214,Puebla,Zinacatepec,0.953265428,0.054469198,0.633
21215,Puebla,Zongozotla,0.992068738,0,0.607
21216,Puebla,Zoquiapan,0.933115824,0,0.592
21217,Puebla,Zoquitlán,0.980427834,0.049176297,0.528
22001,Querétaro,Amealco de Bonfil,0.897353421,0.134647896,0.616
22002,Querétaro,Pinal de Amoles,0.961300932,0.073086059,0.589
22003,Querétaro,Arroyo Seco,0.791203774,0,0.62
22004,Querétaro,Cadereyta de Montes,0.906594282,0.115816142,0.609
22005,Querétaro,Colón,0.937068876,0.044695401,0.637
22006,Querétaro,Corregidora,0.559738812,0.042339592,0.869
22007,Querétaro,Ezequiel Montes,0.883985734,0.199375291,0.673
22008,Querétaro,Huimilpan,0.910997609,0.135840035,0.601
22009,Querétaro,Jalpan de Serra,0.876019457,0,0.672
22010,Querétaro,Landa de Matamoros,0.879057146,0.212833883,0.566
22011,Querétaro,El Marqués,0.631546005,0.125179136,0.67
22012,Querétaro,Pedro Escobedo,0.8877319,0.051676916,0.699
22013,Querétaro,Peñamiller,0.925865942,0,0.612
22014,Querétaro,Querétaro,0.623336194,0.09049541,0.81
22015,Querétaro,San Joaquín,0.937911233,0,0.589
22016,Querétaro,San Juan del Río,0.706394138,0.141032357,0.752
22017,Querétaro,Tequisquiapan,0.850279082,0.069251118,0.727
22018,Querétaro,Tolimán,0.941144863,0.071643502,0.64
23001,Quintana Roo,Cozumel,0.543102476,0.033850112,0.784
23002,Quintana Roo,Felipe Carrillo Puerto,0.842112156,0.202405048,0.661
23003,Quintana Roo,Isla Mujeres,0.493740633,0.749360839,0.718
23004,Quintana Roo,Othón P. Blanco,0.650504177,0.171197699,0.757
23005,Quintana Roo,Benito Juárez,0.384305921,0.381787005,0.788
23006,Quintana Roo,José María Morelos,0.731724754,0.025533001,0.655
23007,Quintana Roo,Lázaro Cárdenas,0.629186521,0.239964348,0.637
23008,Quintana Roo,Solidaridad,0.324727382,0.32654284,0.786
23009,Quintana Roo,Tulum,0.483080414,1.048778922,0.711
24001,San Luis Potosí,Ahualulco,0.951934226,0.158111099,0.622
24002,San Luis Potosí,Alaquines,0.960693642,0,0.581
24003,San Luis Potosí,Aquismón,0.956678178,0.062036022,0.542
24004,San Luis Potosí,Armadillo de los Infante,0.96162472,0,0.573
24005,San Luis Potosí,Cárdenas,0.939891904,0.163782279,0.701
24006,San Luis Potosí,Catorce,0.947071719,0.104395031,0.653
24007,San Luis Potosí,Cedral,0.929082661,0.100806452,0.71
24008,San Luis Potosí,Cerritos,0.938482446,0.498301246,0.696
24009,San Luis Potosí,Cerro de San Pedro,0.892475248,0.594059406,0.701
24010,San Luis Potosí,Ciudad del Maíz,0.862730871,0.065963061,0.644
24011,San Luis Potosí,Ciudad Fernández,0.923398329,0.436535983,0.688
24012,San Luis Potosí,Tancanhuitz,0.949901478,0.049261084,0.655
24013,San Luis Potosí,Ciudad Valles,0.881775761,0.128225856,0.755
24014,San Luis Potosí,Coxcatlán,0.955938697,0.06385696,0.631
24015,San Luis Potosí,Charcas,0.948015036,0.091684239,0.675
24016,San Luis Potosí,Ebano,0.785495978,0.268955231,0.689
24017,San Luis Potosí,Guadalcázar,0.866117282,0.079621004,0.565
24018,San Luis Potosí,Huehuetlán,0.943393765,0,0.636
24019,San Luis Potosí,Lagunillas,0.917660004,0,0.577
24020,San Luis Potosí,Matehuala,0.883912758,0.225051126,0.745
24021,San Luis Potosí,Mexquitic de Carmona,0.961706203,0.136824642,0.637
24022,San Luis Potosí,Moctezuma,0.952511032,0.157596134,0.603
24023,San Luis Potosí,Rayón,0.92993922,0.130710411,0.63
24024,San Luis Potosí,Rioverde,0.911856896,0.459450905,0.683
24025,San Luis Potosí,Salinas,0.827530781,0.353618157,0.653
24026,San Luis Potosí,San Antonio,0.958537625,0,0.598
24027,San Luis Potosí,San Ciro de Acosta,0.897601566,0.097895252,0.651
24028,San Luis Potosí,San Luis Potosí,0.859715015,0.39696987,0.811
24029,San Luis Potosí,San Martín Chalchicuautla,0.919536496,0,0.605
24030,San Luis Potosí,San Nicolás Tolentino,0.954383762,0,0.584
24031,San Luis Potosí,Santa Catarina,0.985612102,0.49329935,0.534
24032,San Luis Potosí,Santa María del Río,0.954764293,0.275827482,0.64
24033,San Luis Potosí,Santo Domingo,0.676587854,0.092721372,0.617
24034,San Luis Potosí,San Vicente Tancuayalab,0.851522248,0,0.671
24035,San Luis Potosí,Soledad de Graciano Sánchez,0.88285673,0.243923005,0.78
24036,San Luis Potosí,Tamasopo,0.9340392,0.102796053,0.629
24037,San Luis Potosí,Tamazunchale,0.915285626,0.052611088,0.657
24038,San Luis Potosí,Tampacán,0.938040145,0.069696125,0.646
24039,San Luis Potosí,Tampamolón Corona,0.942071602,0.367565978,0.623
24040,San Luis Potosí,Tamuín,0.876352521,0.27050422,0.696
24041,San Luis Potosí,Tanlajás,0.961445518,0.164762742,0.606
24042,San Luis Potosí,Tanquián de Escobedo,0.882807852,0.0743605,0.668
24043,San Luis Potosí,Tierra Nueva,0.9318353,0.251067035,0.611
24044,San Luis Potosí,Vanegas,0.901415906,2.117242292,0.631
24045,San Luis Potosí,Venado,0.937411897,0.211446293,0.645
24046,San Luis Potosí,Villa de Arriaga,0.868889377,0.494342524,0.603
24047,San Luis Potosí,Villa de Guadalupe,0.952247494,0.215586935,0.578
24048,San Luis Potosí,Villa de la Paz,0.935069838,0.943752359,0.704
24049,San Luis Potosí,Villa de Ramos,0.60447003,0.78147386,0.585
24050,San Luis Potosí,Villa de Reyes,0.947497732,0.340187481,0.648
24051,San Luis Potosí,Villa Hidalgo,0.944688834,0.32345711,0.653
24052,San Luis Potosí,Villa Juárez,0.961083075,0,0.615
24053,San Luis Potosí,Axtla de Terrazas,0.937407817,0.061455261,0.666
24054,San Luis Potosí,Xilitla,0.920287087,0.040208279,0.612
24055,San Luis Potosí,Zaragoza,0.978857811,0.328635069,0.623
24056,San Luis Potosí,Villa de Arista,0.939042763,0.695329702,0.64
24057,San Luis Potosí,Matlapa,0.937336184,0.034487516,0.623
24058,San Luis Potosí,El Naranjo,0.779092514,0.2862732,0.683
25001,Sinaloa,Ahome,0.904188892,0.228603775,0.78
25002,Sinaloa,Angostura,0.916472002,0.294831379,0.732
25003,Sinaloa,Badiraguato,0.97065029,0.150704544,0.596
25004,Sinaloa,Concordia,0.902927828,0.040162256,0.682
25005,Sinaloa,Cosalá,0.895426758,0.176346109,0.637
25006,Sinaloa,Culiacán,0.894928901,0.280011559,0.788
25007,Sinaloa,Choix,0.921797232,1.704506716,0.606
25008,Sinaloa,Elota,0.737671443,0.108422631,0.682
25009,Sinaloa,Escuinapa,0.810078682,0.083350003,0.746
25010,Sinaloa,El Fuerte,0.939333078,0.124232605,0.708
25011,Sinaloa,Guasave,0.912192003,0.13823133,0.742
25012,Sinaloa,Mazatlán,0.843873955,0.143586185,0.793
25013,Sinaloa,Mocorito,0.937583627,0.545121166,0.673
25014,Sinaloa,Rosario,0.877428599,0.114624128,0.715
25015,Sinaloa,Salvador Alvarado,0.922130529,0.176118352,0.78
25016,Sinaloa,San Ignacio,0.892847988,0.256344527,0.681
25017,Sinaloa,Sinaloa,0.942888013,0.190669887,0.651
25018,Sinaloa,Navolato,0.860523598,0.120706536,0.728
26001,Sonora,Aconchi,0.968006243,0.780335544,0.75
26002,Sonora,Agua Prieta,0.738243645,0.087023681,0.762
26003,Sonora,Alamos,0.924847854,0.080076874,0.655
26004,Sonora,Altar,0.786767804,0.632111252,0.713
26005,Sonora,Arivechi,0.958368734,0,0.697
26006,Sonora,Arizpe,0.948708752,0,0.728
26007,Sonora,Atil,0.940894569,0,0.768
26008,Sonora,Bacadéhuachi,0.970377937,0,0.699
26009,Sonora,Bacanora,0.955204216,0,0.653
26010,Sonora,Bacerac,0.847665848,0,0.683
26011,Sonora,Bacoachi,0.953220339,0,0.741
26012,Sonora,Bácum,0.923804587,0.734309533,0.712
26013,Sonora,Banámichi,0.92109589,0,0.728
26014,Sonora,Baviácora,0.976496396,0,0.725
26015,Sonora,Bavispe,0.910179641,0,0.715
26016,Sonora,Benjamín Hill,0.923416199,0.40096231,0.742
26017,Sonora,Caborca,0.809687844,2.064585624,0.747
26018,Sonora,Cajeme,0.876726295,1.065331146,0.795
26019,Sonora,Cananea,0.867557223,0.0253479,0.788
26020,Sonora,Carbó,0.883946624,0.404367165,0.722
26021,Sonora,La Colorada,0.896103896,0,0.707
26022,Sonora,Cucurpe,0.947856315,0,0.671
26023,Sonora,Cumpas,0.936181163,0.343112026,0.767
26024,Sonora,Divisaderos,0.945551129,0,0.73
26025,Sonora,Empalme,0.867220159,1.652699734,0.767
26026,Sonora,Etchojoa,0.973658027,0.097864914,0.714
26027,Sonora,Fronteras,0.769936954,0.110607234,0.745
26029,Sonora,Guaymas,0.863390347,1.06462327,0.786
26030,Sonora,Hermosillo,0.862007791,0.29585704,0.805
26031,Sonora,Huachinera,0.940978078,0,0.722
26032,Sonora,Huásabas,0.947072072,0,0.716
26033,Sonora,Huatabampo,0.924860328,0.05149198,0.734
26034,Sonora,Huépac,0.956521739,1.060445387,0.765
26035,Sonora,Imuris,0.833120613,0.47862157,0.736
26036,Sonora,Magdalena,0.884625859,0.363097219,0.759
26037,Sonora,Mazatán,0.981834696,0.908265213,0.752
26038,Sonora,Moctezuma,0.913009859,0.193311425,0.795
26039,Sonora,Naco,0.76567371,0,0.722
26040,Sonora,Nácori Chico,0.762900065,0,0.656
26041,Sonora,Nacozari de García,0.760874104,0,0.765
26042,Sonora,Navojoa,0.933443642,0.10949771,0.763
26043,Sonora,Nogales,0.709640383,0.456979704,0.796
26044,Sonora,Onavas,0.989041096,0,0.704
26045,Sonora,Opodepe,0.953650533,0.820344545,0.67
26046,Sonora,Oquitoa,0.83266129,0,0.765
26047,Sonora,Pitiquito,0.883468538,2.082876562,0.74
26048,Sonora,Puerto Peñasco,0.683772273,0.175469381,0.772
26049,Sonora,Quiriego,0.969255663,0.970873786,0.61
26050,Sonora,Rayón,0.964572193,0,0.683
26051,Sonora,Rosario,0.938923395,0,0.656
26052,Sonora,Sahuaripa,0.956629256,0.19022256,0.708
26054,Sonora,San Javier,0.87150838,0,0.735
26055,Sonora,San Luis Río Colorado,0.630657066,0.336647891,0.756
26056,Sonora,San Miguel de Horcasitas,0.528194613,0.186410663,0.626
26057,Sonora,San Pedro de la Cueva,0.970507545,0,0.697
26058,Sonora,Santa Ana,0.920446831,0.493735728,0.753
26059,Sonora,Santa Cruz,0.858310627,0,0.723
26060,Sonora,Sáric,0.860544218,0,0.717
26061,Sonora,Soyopa,0.955409357,0.730994152,0.682
26062,Sonora,Suaqui Grande,0.985637343,0,0.701
26063,Sonora,Tepache,0.939728353,0,0.717
26064,Sonora,Trincheras,0.954380883,0.724112962,0.68
26065,Sonora,Tubutama,0.946367957,0.678886626,0.696
26066,Sonora,Ures,0.956598035,0.11698643,0.744
26067,Sonora,Villa Hidalgo,0.941917425,0,0.731
26068,Sonora,Villa Pesqueira,0.983700863,2.876318313,0.736
26069,Sonora,Yécora,0.877112456,3.964114333,0.609
26070,Sonora,General Plutarco Elías Calles,0.683569384,1.247523299,0.702
26071,Sonora,Benito Juárez,0.924257791,0.230499723,0.715
26072,Sonora,San Ignacio Río Muerto,0.927655998,0.140065831,0.707
27001,Tabasco,Balancán,0.878716424,0.119609049,0.653
27002,Tabasco,Cárdenas,0.922953266,0.374133019,0.71
27003,Tabasco,Centla,0.947795899,0.157800447,0.685
27004,Tabasco,Centro,0.863756515,0.235515435,0.812
27005,Tabasco,Comalcalco,0.952489098,0.22338361,0.696
27006,Tabasco,Cunduacán,0.955397539,0.12385525,0.698
27007,Tabasco,Emiliano Zapata,0.827817656,0.062148473,0.748
27008,Tabasco,Huimanguillo,0.905964324,0.523875632,0.673
27009,Tabasco,Jalapa,0.968873348,0.238416912,0.716
27010,Tabasco,Jalpa de Méndez,0.975204255,0.120633876,0.736
27011,Tabasco,Jonuta,0.935255536,0.097408923,0.643
27012,Tabasco,Macuspana,0.961450432,0.195459045,0.705
27013,Tabasco,Nacajuca,0.903752495,0.179640719,0.756
27014,Tabasco,Paraíso,0.918638426,0.144716304,0.735
27015,Tabasco,Tacotalpa,0.927230978,0.041749295,0.674
27016,Tabasco,Teapa,0.862120644,0.204366634,0.686
27017,Tabasco,Tenosique,0.832643235,0.417268496,0.685
28001,Tamaulipas,Abasolo,0.838220322,0,0.664
28002,Tamaulipas,Aldama,0.866005222,0,0.676
28003,Tamaulipas,Altamira,0.733774417,0.051892212,0.752
28004,Tamaulipas,Antiguo Morelos,0.860225989,0.225988701,0.66
28005,Tamaulipas,Burgos,0.84375,0,0.631
28006,Tamaulipas,Bustamante,0.869398038,0.132590825,0.558
28007,Tamaulipas,Camargo,0.744167775,2.054877312,0.724
28008,Tamaulipas,Casas,0.915278783,0.241370987,0.633
28009,Tamaulipas,Ciudad Madero,0.782244711,0.067983276,0.819
28010,Tamaulipas,Cruillas,0.957510473,0,0.651
28011,Tamaulipas,Gómez Farías,0.894063707,0.120656371,0.65
28012,Tamaulipas,González,0.835182059,0.048227634,0.639
28013,Tamaulipas,Güémez,0.931213411,0.532197978,0.634
28014,Tamaulipas,Guerrero,0.744149356,1.05180121,0.698
28015,Tamaulipas,Gustavo Díaz Ordaz,0.742297633,0.127575429,0.709
28016,Tamaulipas,Hidalgo,0.915471432,1.058076652,0.669
28017,Tamaulipas,Jaumave,0.957609103,0.250093785,0.655
28018,Tamaulipas,Jiménez,0.92,0,0.713
28019,Tamaulipas,Llera,0.91293957,0,0.642
28020,Tamaulipas,Mainero,0.58984375,0,0.652
28021,Tamaulipas,El Mante,0.883045674,0.320319566,0.745
28022,Tamaulipas,Matamoros,0.760003616,0.053507608,0.751
28023,Tamaulipas,Méndez,0.826168224,0,0.65
28024,Tamaulipas,Mier,0.671887236,2.349256069,0.747
28025,Tamaulipas,Miguel Alemán,0.725768952,3.849525479,0.747
28026,Tamaulipas,Miquihuana,0.830723542,0,0.588
28027,Tamaulipas,Nuevo Laredo,0.66481986,0.183504369,0.773
28028,Tamaulipas,Nuevo Morelos,0.671653543,0,0.645
28029,Tamaulipas,Ocampo,0.909021986,0.075815011,0.674
28030,Tamaulipas,Padilla,0.942722867,0.881186665,0.7
28031,Tamaulipas,Palmillas,0.953573292,0,0.627
28032,Tamaulipas,Reynosa,0.64365386,0.24405229,0.769
28033,Tamaulipas,Río Bravo,0.817087346,0.196250113,0.731
28034,Tamaulipas,San Carlos,0.947915261,0.539738227,0.62
28035,Tamaulipas,San Fernando,0.853866355,0.408520572,0.677
28036,Tamaulipas,San Nicolás,0.990280778,0,0.614
28037,Tamaulipas,Soto la Marina,0.82984835,0.168968867,0.671
28038,Tamaulipas,Tampico,0.775515691,0.053770307,0.815
28039,Tamaulipas,Tula,0.949769748,0.389656394,0.623
28040,Tamaulipas,Valle Hermoso,0.870651902,0.033302806,0.723
28041,Tamaulipas,Victoria,0.915430326,0.420374734,0.817
28042,Tamaulipas,Villagrán,0.620033576,0,0.64
28043,Tamaulipas,Xicoténcatl,0.916190562,0,0.712
29001,Tlaxcala,Amaxac de Guerrero,0.855038148,0,0.776
29002,Tlaxcala,Apetatitlán de Antonio Carvajal,0.830656752,0.062488283,0.795
29003,Tlaxcala,Atlangatepec,0.866798363,0.141103429,0.657
29004,Tlaxcala,Atltzayanca,0.916625255,0.055215063,0.642
29005,Tlaxcala,Apizaco,0.763741096,0.111489625,0.787
29006,Tlaxcala,Calpulalpan,0.804854217,0.097709685,0.726
29007,Tlaxcala,El Carmen Tequexquitla,0.878144473,0.403877221,0.635
29008,Tlaxcala,Cuapiaxtla,0.895388978,0.06164468,0.658
29009,Tlaxcala,Cuaxomulco,0.894062078,0,0.726
29010,Tlaxcala,Chiautempan,0.862965239,0.08195042,0.758
29011,Tlaxcala,Muñoz de Domingo Arenas,0.911041009,0,0.702
29012,Tlaxcala,Españita,0.832412914,0.318606627,0.644
29013,Tlaxcala,Huamantla,0.901117816,0.081001175,0.719
29014,Tlaxcala,Hueyotlipan,0.868005267,0.131665569,0.669
29015,Tlaxcala,Ixtacuixtla de Mariano Matamoros,0.812060559,0.153964588,0.736
29016,Tlaxcala,Ixtenco,0.855943497,0,0.737
29017,Tlaxcala,Mazatecochco de José María Morelos,0.918909593,0.345065562,0.678
29018,Tlaxcala,Contla de Juan Cuamatzi,0.946680837,0.025920838,0.729
29019,Tlaxcala,Tepetitla de Lardizábal,0.674822663,0.134686181,0.736
29020,Tlaxcala,Sanctórum de Lázaro Cárdenas,0.87860475,0.318066158,0.691
29021,Tlaxcala,Nanacamilpa de Mariano Arista,0.845980948,0.107032003,0.702
29022,Tlaxcala,Acuamanala de Miguel Hidalgo,0.889458955,0,0.715
29023,Tlaxcala,Natívitas,0.857159147,0.380098065,0.718
29024,Tlaxcala,Panotla,0.825968897,0.070529323,0.775
29025,Tlaxcala,San Pablo del Monte,0.786002806,0.181404799,0.688
29026,Tlaxcala,Santa Cruz Tlaxcala,0.798681373,0.124398739,0.745
29027,Tlaxcala,Tenancingo,0.817481116,0.385386157,0.691
29028,Tlaxcala,Teolocholco,0.895989231,0.197964921,0.73
29029,Tlaxcala,Tepeyanco,0.886779712,0,0.763
29030,Tlaxcala,Terrenate,0.926203554,0,0.641
29031,Tlaxcala,Tetla de la Solidaridad,0.813711597,0.028341458,0.727
29032,Tlaxcala,Tetlatlahuca,0.919401224,0.073740875,0.744
29033,Tlaxcala,Tlaxcala,0.750150156,0.130135341,0.83
29034,Tlaxcala,Tlaxco,0.789647432,0.110040055,0.654
29035,Tlaxcala,Tocatlán,0.932634255,0.158881474,0.708
29036,Tlaxcala,Totolac,0.829331084,0,0.801
29037,Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,0.857716954,0,0.633
29038,Tlaxcala,Tzompantepec,0.796290126,0.388759302,0.749
29039,Tlaxcala,Xaloztoc,0.92369274,0,0.711
29040,Tlaxcala,Xaltocan,0.883784549,0.188661447,0.701
29041,Tlaxcala,Papalotla de Xicohténcatl,0.753455327,0.059703275,0.753
29042,Tlaxcala,Xicohtzinco,0.771782771,0.422624498,0.764
29043,Tlaxcala,Yauhquemehcan,0.773969036,0.047346243,0.776
29044,Tlaxcala,Zacatelco,0.834416082,0.109368506,0.756
