cve_inegi,NOM_ENT,NOM_MUN,Pnat,HOMP1000,IDH
20195,Oaxaca,San Juan Diuxi,0.939393939,0,0.536
20197,Oaxaca,San Juan Guelavía,0.944647202,0,0.621
20198,Oaxaca,San Juan Guichicovi,0.935373465,0.100664385,0.615
20199,Oaxaca,San Juan Ihualtepec,0.937246964,2.024291498,0.528
20200,Oaxaca,San Juan Juquila Mixes,0.985687281,0,0.535
20201,Oaxaca,San Juan Juquila Vijanos,0.981914894,0,0.564
20202,Oaxaca,San Juan Lachao,0.980336465,0,0.556
20203,Oaxaca,San Juan Lachigalla,0.982475975,0.282645562,0.486
20204,Oaxaca,San Juan Lajarcia,0.993690852,1.577287066,0.637
20205,Oaxaca,San Juan Lalana,0.937135794,0,0.558
20206,Oaxaca,San Juan de los Cués,0.873605948,0,0.63
20207,Oaxaca,San Juan Mazatlán,0.918663304,0.315258512,0.583
20208,Oaxaca,San Juan Mixtepec,0.92594727,0.144071459,0.557
20210,Oaxaca,San Juan Ñumí,0.961718344,0.519660488,0.574
20211,Oaxaca,San Juan Ozolotepec,0.995016124,0.293169159,0.506
20212,Oaxaca,San Juan Petlapa,0.99743343,0.320821303,0.475
20213,Oaxaca,San Juan Quiahije,0.962883655,0,0.55
20214,Oaxaca,San Juan Quiotepec,0.960157403,0,0.565
20215,Oaxaca,San Juan Sayultepec,0.896473265,0,0.71
20216,Oaxaca,San Juan Tabaá,0.966156326,0,0.603
20217,Oaxaca,San Juan Tamazola,0.975338346,0.30075188,0.542
20218,Oaxaca,San Juan Teita,0.966911765,0,0.546
20219,Oaxaca,San Juan Teitipac,0.954647676,0,0.577
20220,Oaxaca,San Juan Tepeuxila,0.974368499,0,0.546
20221,Oaxaca,San Juan Teposcolula,0.926372155,0,0.6
20222,Oaxaca,San Juan Yaeé,0.976858345,0,0.564
20224,Oaxaca,San Juan Yucuita,0.914463453,0,0.698
20225,Oaxaca,San Lorenzo,0.973233949,0,0.554
20226,Oaxaca,San Lorenzo Albarradas,0.944126557,0.336587008,0.569
20227,Oaxaca,San Lorenzo Cacaotepec,0.917061999,0.109057201,0.748
20228,Oaxaca,San Lorenzo Cuaunecuiltitla,0.942376951,0,0.516
20229,Oaxaca,San Lorenzo Texmelúcan,0.999672059,0.109313511,0.489
20230,Oaxaca,San Lorenzo Victoria,0.939914163,1.072961373,0.59
20231,Oaxaca,San Lucas Camotlán,0.998744901,0,0.547
20232,Oaxaca,San Lucas Ojitlán,0.97254902,0.090151003,0.587
20233,Oaxaca,San Lucas Quiaviní,0.990697674,0,0.535
20234,Oaxaca,San Lucas Zoquiápam,0.955325981,0,0.535
20235,Oaxaca,San Luis Amatlán,0.965787412,0.783494385,0.531
20236,Oaxaca,San Marcial Ozolotepec,0.987609329,0,0.511
20237,Oaxaca,San Marcos Arteaga,0.901785714,0,0.624
20238,Oaxaca,San Martín de los Cansecos,0.941649899,0,0.58
20239,Oaxaca,San Martín Huamelúlpam,0.907,2,0.654
20240,Oaxaca,San Martín Itunyoso,0.966169516,0.363768643,0.512
20241,Oaxaca,San Martín Lachilá,0.953578337,0,0.606
20242,Oaxaca,San Martín Peras,0.923206819,0,0.436
20243,Oaxaca,San Martín Tilcajete,0.961012658,0,0.702
20244,Oaxaca,San Martín Toxpalan,0.859430605,0,0.643
20245,Oaxaca,San Martín Zacatepec,0.92673716,0,0.559
20246,Oaxaca,San Mateo Cajonos,0.981996727,0,0.556
20247,Oaxaca,Capulálpam de Méndez,0.949969117,0,0.747
20248,Oaxaca,San Mateo del Mar,0.992935585,0.963329266,0.558
20249,Oaxaca,San Mateo Yoloxochitlán,0.936048029,0,0.59
20250,Oaxaca,San Mateo Etlatongo,0.929782082,0.807102502,0.651
20251,Oaxaca,San Mateo Nejápam,0.752670501,0,0.498
20252,Oaxaca,San Mateo Peñasco,0.953439597,0,0.577
20253,Oaxaca,San Mateo Piñas,0.992577932,0.494804552,0.532
20254,Oaxaca,San Mateo Río Hondo,0.980979108,1.247271593,0.55
20255,Oaxaca,San Mateo Sindihui,0.944865959,0,0.534
20257,Oaxaca,San Melchor Betaza,0.983840304,0,0.517
20258,Oaxaca,San Miguel Achiutla,0.938395415,0,0.597
20259,Oaxaca,San Miguel Ahuehuetitlán,0.923436041,0.933706816,0.488
20260,Oaxaca,San Miguel Aloápam,0.974440895,0,0.537
20261,Oaxaca,San Miguel Amatitlán,0.970715522,0,0.536
20262,Oaxaca,San Miguel Amatlán,0.952573158,0,0.614
20263,Oaxaca,San Miguel Coatlán,0.974560302,0,0.497
20265,Oaxaca,San Miguel Chimalapa,0.863656683,0.298018179,0.614
20266,Oaxaca,San Miguel del Puerto,0.976961759,0.584726933,0.572
20268,Oaxaca,San Miguel Ejutla,0.929503916,0,0.626
20269,Oaxaca,San Miguel el Grande,0.910966844,0,0.658
20270,Oaxaca,San Miguel Huautla,0.922196796,0,0.557
20271,Oaxaca,San Miguel Mixtepec,0.969943644,0,0.515
20272,Oaxaca,San Miguel Panixtlahuaca,0.97696737,0.159948816,0.537
20273,Oaxaca,San Miguel Peras,0.971451021,0.523834468,0.545
20274,Oaxaca,San Miguel Piedras,0.958584337,0,0.553
20275,Oaxaca,San Miguel Quetzaltepec,0.997941257,0.686247598,0.528
20276,Oaxaca,San Miguel Santa Flor,0.921852388,1.447178003,0.515
20277,Oaxaca,Villa Sola de Vega,0.978704453,0.4048583,0.571
20278,Oaxaca,San Miguel Soyaltepec,0.838219327,0.284369991,0.642
20279,Oaxaca,San Miguel Suchixtepec,0.995907231,0,0.595
20280,Oaxaca,Villa Talea de Castro,0.956240676,0,0.603
20282,Oaxaca,San Miguel Tenango,0.980091884,0,0.563
20283,Oaxaca,San Miguel Tequixtepec,0.898467433,0,0.589
20284,Oaxaca,San Miguel Tilquiápam,0.975167144,0,0.498
20285,Oaxaca,San Miguel Tlacamama,0.950926936,0,0.6
20286,Oaxaca,San Miguel Tlacotepec,0.939677419,0,0.565
20287,Oaxaca,San Miguel Tulancingo,0.918566775,0,0.592
20288,Oaxaca,San Miguel Yotao,0.994871795,0,0.549
20289,Oaxaca,San Nicolás,0.961285008,0,0.547
20290,Oaxaca,San Nicolás Hidalgo,0.927133269,0,0.603
20291,Oaxaca,San Pablo Coatlán,0.98630455,0,0.55
20292,Oaxaca,San Pablo Cuatro Venados,0.978807947,0,0.553
20293,Oaxaca,San Pablo Etla,0.879995326,0.175274597,0.804
20294,Oaxaca,San Pablo Huitzo,0.902061123,0,0.72
20295,Oaxaca,San Pablo Huixtepec,0.947305389,0.299401198,0.714
20296,Oaxaca,San Pablo Macuiltianguis,0.969633508,0,0.596
20298,Oaxaca,San Pablo Villa de Mitla,0.950761758,0.073599764,0.667
20300,Oaxaca,San Pedro Amuzgos,0.97300965,0.301568154,0.607
20301,Oaxaca,San Pedro Apóstol,0.938519448,0,0.65
20302,Oaxaca,San Pedro Atoyac,0.988374644,0.438692696,0.55
20303,Oaxaca,San Pedro Cajonos,0.975023127,0.92506938,0.601
20305,Oaxaca,San Pedro Comitancillo,0.933764136,0,0.762
20306,Oaxaca,San Pedro el Alto,0.994843146,0.21486893,0.514
20307,Oaxaca,San Pedro Huamelula,0.960041089,0.205444273,0.652
20308,Oaxaca,San Pedro Huilotepec,0.973389779,0,0.67
20309,Oaxaca,San Pedro Ixcatlán,0.969618056,0.289351852,0.584
20310,Oaxaca,San Pedro Ixtlahuaca,0.936434854,0.137438153,0.651
20311,Oaxaca,San Pedro Jaltepetongo,0.979296066,0,0.57
20312,Oaxaca,San Pedro Jicayán,0.959748205,0.088660342,0.603
20313,Oaxaca,San Pedro Jocotipac,0.956164384,0,0.556
20314,Oaxaca,San Pedro Juchatengo,0.976068376,0,0.617
20315,Oaxaca,San Pedro Mártir,0.98209584,0,0.556
20316,Oaxaca,San Pedro Mártir Quiechapa,0.917344173,1.35501355,0.579
20317,Oaxaca,San Pedro Mártir Yucuxaco,0.949085123,0,0.581
20318,Oaxaca,San Pedro Mixtepec,0.91010446,0.321414223,0.686
20320,Oaxaca,San Pedro Molinos,0.90509915,1.416430595,0.596
20321,Oaxaca,San Pedro Nopala,0.976031957,0,0.556
20322,Oaxaca,San Pedro Ocopetatillo,0.977099237,0,0.542
20323,Oaxaca,San Pedro Ocotepec,0.997088186,0,0.546
20324,Oaxaca,San Pedro Pochutla,0.955231931,0.269687163,0.645
20325,Oaxaca,San Pedro Quiatoni,0.989606035,0,0.553
20326,Oaxaca,San Pedro Sochiápam,0.970902613,0,0.526
20327,Oaxaca,San Pedro Tapanatepec,0.755152142,0.387621939,0.668
20328,Oaxaca,San Pedro Taviche,0.99722415,0,0.513
20329,Oaxaca,San Pedro Teozacoalco,0.93235039,0,0.568
20330,Oaxaca,San Pedro Teutila,0.935288641,0,0.562
20331,Oaxaca,San Pedro Tidaá,0.884928717,0,0.56
20332,Oaxaca,San Pedro Topiltepec,0.873994638,0,0.599
20333,Oaxaca,San Pedro Totolápam,0.957802064,0.607164542,0.656
20334,Oaxaca,Villa de Tututepec,0.926673394,0.534219742,0.631
20335,Oaxaca,San Pedro Yaneri,0.99077278,0,0.562
20336,Oaxaca,San Pedro Yólox,0.950500884,0,0.592
20337,Oaxaca,San Pedro y San Pablo Ayutla,0.95744302,0,0.55
20338,Oaxaca,Villa de Etla,0.929736512,0.289547341,0.787
20339,Oaxaca,San Pedro y San Pablo Teposcolula,0.935676545,0,0.693
20340,Oaxaca,San Pedro y San Pablo Tequixtepec,0.877504293,0,0.602
20342,Oaxaca,San Raymundo Jalpan,0.905968331,0.487210719,0.707
20343,Oaxaca,San Sebastián Abasolo,0.955977989,0,0.648
20344,Oaxaca,San Sebastián Coatlán,0.991100036,0,0.561
20345,Oaxaca,San Sebastián Ixcapa,0.95582617,0.238777459,0.626
20346,Oaxaca,San Sebastián Nicananduta,0.961089494,0,0.577
20347,Oaxaca,San Sebastián Río Hondo,0.990242742,0,0.548
20348,Oaxaca,San Sebastián Tecomaxtlahuaca,0.934204102,0,0.567
20349,Oaxaca,San Sebastián Teitipac,0.945180448,0,0.632
20350,Oaxaca,San Sebastián Tutla,0.895485247,0.118497452,0.856
20351,Oaxaca,San Simón Almolongas,0.951820128,0,0.546
20352,Oaxaca,San Simón Zahuatlán,0.988663968,0,0.414
20353,Oaxaca,Santa Ana,0.967996675,0,0.553
20355,Oaxaca,Santa Ana Cuauhtémoc,0.957415565,0,0.539
20356,Oaxaca,Santa Ana del Valle,0.976135842,0,0.586
20357,Oaxaca,Santa Ana Tavela,0.989386792,0,0.601
20358,Oaxaca,Santa Ana Tlapacoyan,0.967313585,0.51072523,0.591
20360,Oaxaca,Santa Ana Zegache,0.953780457,0,0.605
20361,Oaxaca,Santa Catalina Quierí,0.993939394,0,0.515
20362,Oaxaca,Santa Catarina Cuixtla,0.931772575,0.668896321,0.627
20363,Oaxaca,Santa Catarina Ixtepeji,0.978317757,0,0.64
20364,Oaxaca,Santa Catarina Juquila,0.97678782,0.214431221,0.607
20365,Oaxaca,Santa Catarina Lachatao,0.96128423,0,0.621
20366,Oaxaca,Santa Catarina Loxicha,0.971708379,0.27203482,0.56
20367,Oaxaca,Santa Catarina Mechoacán,0.976647752,0.436490615,0.554
20368,Oaxaca,Santa Catarina Minas,0.942912433,0,0.611
20369,Oaxaca,Santa Catarina Quiané,0.932968536,0,0.654
20370,Oaxaca,Santa Catarina Tayata,0.907854985,0,0.644
20372,Oaxaca,Santa Catarina Yosonotú,0.96656535,1.519756839,0.565
20374,Oaxaca,Santa Cruz Acatepec,0.948328267,0,0.538
20375,Oaxaca,Santa Cruz Amilpas,0.924318182,0,0.775
20376,Oaxaca,Santa Cruz de Bravo,0.887671233,0,0.607
20377,Oaxaca,Santa Cruz Itundujia,0.96878453,0.092081031,0.579
20378,Oaxaca,Santa Cruz Mixtepec,0.959677419,0,0.608
20379,Oaxaca,Santa Cruz Nundaco,0.950864114,0,0.577
20380,Oaxaca,Santa Cruz Papalutla,0.936663693,0,0.634
20381,Oaxaca,Santa Cruz Tacache de Mina,0.948979592,0,0.616
20382,Oaxaca,Santa Cruz Tacahua,0.945854484,0,0.568
20383,Oaxaca,Santa Cruz Tayata,0.964705882,0,0.597
20384,Oaxaca,Santa Cruz Xitla,0.962453066,0,0.537
20385,Oaxaca,Santa Cruz Xoxocotlán,0.912770662,0.09959961,0.771
20386,Oaxaca,Santa Cruz Zenzontepec,0.994811049,0.157240946,0.542
20387,Oaxaca,Santa Gertrudis,0.965755794,0,0.647
20388,Oaxaca,Santa Inés del Monte,0.968316127,0,0.527
20389,Oaxaca,Santa Inés Yatzeche,1,0,0.525
20390,Oaxaca,Santa Lucía del Camino,0.895615742,0.039712482,0.809
20391,Oaxaca,Santa Lucía Miahuatlán,0.993777778,0,0.462
20392,Oaxaca,Santa Lucía Monteverde,0.969967291,0.297353553,0.549
20393,Oaxaca,Santa Lucía Ocotlán,0.989456027,0,0.567
20394,Oaxaca,Santa María Alotepec,0.977110157,0,0.585
20395,Oaxaca,Santa María Apazco,0.923879681,0,0.554
20396,Oaxaca,Santa María la Asunción,0.950598343,0,0.457
20397,Oaxaca,Heroica Ciudad de Tlaxiaco,0.935224186,0,0.747
20398,Oaxaca,Ayoquezco de Aldama,0.954041855,0,0.602
20399,Oaxaca,Santa María Atzompa,0.923880633,0.071563178,0.744
20400,Oaxaca,Santa María Camotlán,0.955049621,0,0.622
20401,Oaxaca,Santa María Colotepec,0.921578052,0.147896177,0.662
20402,Oaxaca,Santa María Cortijo,0.776007498,0,0.646
20403,Oaxaca,Santa María Coyotepec,0.919754732,0,0.727
20404,Oaxaca,Santa María Chachoápam,0.917214192,0,0.669
20405,Oaxaca,Villa de Chilapa de Díaz,0.949862259,0,0.622
20406,Oaxaca,Santa María Chilchotla,0.936559691,0.046578788,0.521
20407,Oaxaca,Santa María Chimalapa,0.691062852,0,0.55
20408,Oaxaca,Santa María del Rosario,0.919839679,0,0.601
20409,Oaxaca,Santa María del Tule,0.899317597,0.111869337,0.802
20410,Oaxaca,Santa María Ecatepec,0.982445875,0,0.6
20411,Oaxaca,Santa María Guelacé,0.925110132,0,0.674
20412,Oaxaca,Santa María Guienagati,0.970736312,0,0.559
20413,Oaxaca,Santa María Huatulco,0.854724549,0.235932523,0.706
20414,Oaxaca,Santa María Huazolotitlán,0.936140058,0.16673614,0.639
20415,Oaxaca,Santa María Ipalapa,0.944854449,0.61500615,0.57
20417,Oaxaca,Santa María Jacatepec,0.939681884,0.103284445,0.629
20418,Oaxaca,Santa María Jalapa del Marqués,0.950916063,0,0.708
20420,Oaxaca,Santa María Lachixío,0.983918999,0,0.549
20421,Oaxaca,Santa María Mixtequilla,0.936886994,0.639658849,0.731
20424,Oaxaca,Santa María Ozolotepec,0.99261798,0,0.522
20425,Oaxaca,Santa María Pápalo,0.976676385,0,0.531
20426,Oaxaca,Santa María Peñoles,0.981153117,0,0.537
20427,Oaxaca,Santa María Petapa,0.820184365,0.1795762,0.681
20428,Oaxaca,Santa María Quiegolani,0.998201439,0,0.557
20429,Oaxaca,Santa María Sola,0.947889182,0,0.538
20430,Oaxaca,Santa María Tataltepec,0.848580442,0,0.556
20431,Oaxaca,Santa María Tecomavaca,0.866120219,0,0.686
20432,Oaxaca,Santa María Temaxcalapa,0.988925803,0,0.595
20433,Oaxaca,Santa María Temaxcaltepec,0.995545657,0.371195249,0.5
20434,Oaxaca,Santa María Teopoxco,0.946549561,0,0.533
20435,Oaxaca,Santa María Tepantlali,0.989373602,0,0.516
20436,Oaxaca,Santa María Texcatitlán,0.985491071,0,0.539
20437,Oaxaca,Santa María Tlahuitoltepec,0.984460789,0.41437895,0.618
20438,Oaxaca,Santa María Tlalixtac,0.932028276,0,0.537
20439,Oaxaca,Santa María Tonameca,0.974908273,0.118357202,0.584
20440,Oaxaca,Santa María Totolapilla,0.99137931,0,0.584
20441,Oaxaca,Santa María Xadani,0.971518302,0.10829543,0.624
20444,Oaxaca,Santa María Yolotepec,0.925155925,0,0.566
20445,Oaxaca,Santa María Yosoyúa,0.914067098,0,0.565
20446,Oaxaca,Santa María Yucuhiti,0.966211718,0,0.597
20447,Oaxaca,Santa María Zacatepec,0.952982456,0.116959064,0.614
20448,Oaxaca,Santa María Zaniza,0.995139733,0,0.513
20449,Oaxaca,Santa María Zoquitlán,0.974802672,2.428658166,0.56
20450,Oaxaca,Santiago Amoltepec,0.99444244,1.010465536,0.517
20451,Oaxaca,Santiago Apoala,0.971540726,0,0.541
20452,Oaxaca,Santiago Apóstol,0.98213074,0,0.556
20453,Oaxaca,Santiago Astata,0.941041348,0.510464523,0.681
20454,Oaxaca,Santiago Atitlán,0.986782902,0,0.55
20455,Oaxaca,Santiago Ayuquililla,0.937672176,0,0.569
20456,Oaxaca,Santiago Cacaloxtepec,0.940611878,0,0.616
20457,Oaxaca,Santiago Camotlán,0.994919307,0,0.536
20458,Oaxaca,Santiago Comaltepec,0.965427831,0,0.617
20459,Oaxaca,Villa de Santiago Chazumba,0.807668649,0,0.673
20460,Oaxaca,Santiago Choápam,0.959938955,0.190766883,0.549
20461,Oaxaca,Santiago del Río,0.969639469,0,0.512
20462,Oaxaca,Santiago Huajolotitlán,0.916086957,0,0.699
20463,Oaxaca,Santiago Huauclilla,0.961904762,0,0.58
20465,Oaxaca,Santiago Ixcuintepec,0.991442543,0,0.536
20466,Oaxaca,Santiago Ixtayutla,0.991786744,0.936599424,0.506
20467,Oaxaca,Santiago Jamiltepec,0.946735036,0.94181666,0.674
20468,Oaxaca,Santiago Jocotepec,0.957810959,0.070432455,0.592
20469,Oaxaca,Santiago Juxtlahuaca,0.945041025,0.460630488,0.638
20470,Oaxaca,Santiago Lachiguiri,0.976103778,0.227583068,0.562
20471,Oaxaca,Santiago Lalopa,0.969837587,0,0.601
20472,Oaxaca,Santiago Laollaga,0.931270455,0,0.738
20473,Oaxaca,Santiago Laxopa,0.989155693,0,0.575
20474,Oaxaca,Santiago Llano Grande,0.802325581,1.162790698,0.657
20475,Oaxaca,Santiago Matatlán,0.969041769,0.098280098,0.625
20476,Oaxaca,Santiago Miltepec,0.93824228,0,0.624
20477,Oaxaca,Santiago Minas,0.972117558,0.753579503,0.508
20478,Oaxaca,Santiago Nacaltepec,0.937460913,0,0.589
20480,Oaxaca,Santiago Nundiche,0.967431532,0,0.546
20481,Oaxaca,Santiago Nuyoó,0.956796628,0,0.594
20482,Oaxaca,Santiago Pinotepa Nacional,0.903098138,0.573065903,0.657
20483,Oaxaca,Santiago Suchilquitongo,0.952324086,0.183722212,0.689
20484,Oaxaca,Santiago Tamazola,0.930462091,0.448631673,0.558
20485,Oaxaca,Santiago Tapextla,0.769942565,0.638162093,0.545
20486,Oaxaca,Villa Tejúpam de la Unión,0.916494419,0.413393964,0.642
20487,Oaxaca,Santiago Tenango,0.97456765,0,0.657
20489,Oaxaca,Santiago Tetepec,0.962721532,1.222244856,0.574
20490,Oaxaca,Santiago Texcalcingo,0.911903161,0.336247478,0.509
20491,Oaxaca,Santiago Textitlán,0.994117647,0.202839757,0.574
20492,Oaxaca,Santiago Tilantongo,0.952966715,0.361794501,0.558
20493,Oaxaca,Santiago Tillo,0.858715596,0,0.7
20494,Oaxaca,Santiago Tlazoyaltepec,0.978888889,0,0.515
20495,Oaxaca,Santiago Xanica,0.996038296,0,0.519
20496,Oaxaca,Santiago Xiacuí,0.95034337,0.528262018,0.682
20497,Oaxaca,Santiago Yaitepec,0.983935743,0.236239074,0.496
20498,Oaxaca,Santiago Yaveo,0.785591993,0.526801001,0.568
20499,Oaxaca,Santiago Yolomécatl,0.917793965,0,0.712
20500,Oaxaca,Santiago Yosondúa,0.952321362,0,0.564
20501,Oaxaca,Santiago Yucuyachi,0.888777555,0,0.561
20502,Oaxaca,Santiago Zacatepec,0.983690312,0,0.527
20503,Oaxaca,Santiago Zoochila,0.955294118,0,0.568
20504,Oaxaca,Nuevo Zoquiápam,0.979245283,0,0.612
20505,Oaxaca,Santo Domingo Ingenio,0.931519333,0,0.678
20506,Oaxaca,Santo Domingo Albarradas,0.956140351,0,0.604
20507,Oaxaca,Santo Domingo Armenta,0.826941363,0.316957211,0.584
20508,Oaxaca,Santo Domingo Chihuitán,0.896168109,0,0.705
20509,Oaxaca,Santo Domingo de Morelos,0.989722417,0.43921293,0.562
20510,Oaxaca,Santo Domingo Ixcatlán,0.928947368,0,0.595
20511,Oaxaca,Santo Domingo Nuxaá,0.979010495,0,0.543
20512,Oaxaca,Santo Domingo Ozolotepec,0.982742961,0,0.517
20513,Oaxaca,Santo Domingo Petapa,0.94483217,0.443115099,0.619
20514,Oaxaca,Santo Domingo Roayaga,0.993623804,0,0.515
20515,Oaxaca,Santo Domingo Tehuantepec,0.913978653,0.295250889,0.728
20516,Oaxaca,Santo Domingo Teojomulco,0.97338403,0,0.545
20517,Oaxaca,Santo Domingo Tepuxtepec,0.982750041,0,0.513
20518,Oaxaca,Santo Domingo Tlatayápam,0.938053097,0,0.595
20519,Oaxaca,Santo Domingo Tomaltepec,0.957471943,0.295333727,0.689
20520,Oaxaca,Santo Domingo Tonalá,0.922764777,0,0.627
20522,Oaxaca,Santo Domingo Xagacía,0.947717842,0,0.546
20525,Oaxaca,Santo Domingo Zanatepec,0.878234399,0.240326845,0.677
20526,Oaxaca,Santos Reyes Nopala,0.983401246,0.299616491,0.6
20527,Oaxaca,Santos Reyes Pápalo,0.993574297,0,0.538
20528,Oaxaca,Santos Reyes Tepejillo,0.920353982,0,0.578
20530,Oaxaca,Santo Tomás Jalieza,0.9706857,0.254906959,0.6
20531,Oaxaca,Santo Tomás Mazaltepec,0.92151608,0,0.679
20532,Oaxaca,Santo Tomás Ocotepec,0.987948844,0,0.565
20533,Oaxaca,Santo Tomás Tamazulapan,0.947909024,0,0.62
20534,Oaxaca,San Vicente Coatlán,0.976366743,0,0.534
20535,Oaxaca,San Vicente Lachixío,0.983266192,0,0.547
20537,Oaxaca,Silacayoápam,0.93099851,0.298062593,0.589
20538,Oaxaca,Sitio de Xitlapehua,0.941093969,0,0.56
20539,Oaxaca,Soledad Etla,0.922810334,0,0.726
20540,Oaxaca,Villa de Tamazulápam del Progreso,0.910641364,0,0.717
20541,Oaxaca,Tanetze de Zaragoza,0.985237484,0,0.589
20542,Oaxaca,Taniche,0.961668546,0,0.55
20543,Oaxaca,Tataltepec de Valdés,0.990604447,0.156592546,0.551
20544,Oaxaca,Teococuilco de Marcos Pérez,0.979651163,0,0.617
20545,Oaxaca,Teotitlán de Flores Magón,0.772551738,0,0.73
20546,Oaxaca,Teotitlán del Valle,0.946339174,0,0.64
20548,Oaxaca,Tepelmeme Villa de Morelos,0.789285714,0,0.602
20549,Oaxaca,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de",0.96476232,0,0.61
20550,Oaxaca,San Jerónimo Tlacochahuaya,0.94222762,0.346981263,0.676
20551,Oaxaca,Tlacolula de Matamoros,0.897236729,0.231374364,0.699
20553,Oaxaca,Tlalixtac de Cabrera,0.918621033,0.165741278,0.733
20554,Oaxaca,Totontepec Villa de Morelos,0.979166667,0,0.556
20555,Oaxaca,Trinidad Zaachila,0.964609535,0,0.622
20557,Oaxaca,Unión Hidalgo,0.951863568,0,0.743
20558,Oaxaca,Valerio Trujano,0.936046512,0,0.674
20559,Oaxaca,San Juan Bautista Valle Nacional,0.959769367,0.043351975,0.628
20560,Oaxaca,Villa Díaz Ordaz,0.969692284,0,0.59
20561,Oaxaca,Yaxe,0.975626269,0,0.606
20562,Oaxaca,Magdalena Yodocono de Porfirio Díaz,0.866230678,0,0.66
20563,Oaxaca,Yogana,0.950200803,0,0.493
20564,Oaxaca,Yutanduchi de Guerrero,0.938912134,0,0.565
20565,Oaxaca,Villa de Zaachila,0.94193354,0.021522039,0.693
20567,Oaxaca,Zapotitlán Lagunas,0.772028386,0,0.52
20568,Oaxaca,Zapotitlán Palmas,0.943362832,0,0.578
20569,Oaxaca,Santa Inés de Zaragoza,0.973865199,0,0.576
20570,Oaxaca,Zimatlán de Álvarez,0.947449418,0.226316028,0.678
21001,Puebla,Acajete,0.938993607,0.137185502,0.661
21002,Puebla,Acateno,0.800654308,0.327153762,0.614
21003,Puebla,Acatlán,0.9190357,0.263469899,0.686
21004,Puebla,Acatzingo,0.962882199,0.203943962,0.657
21005,Puebla,Acteopan,0.887947883,0,0.547
21006,Puebla,Ahuacatlán,0.98555907,0,0.575
21007,Puebla,Ahuatlán,0.972802024,0.316255534,0.571
21008,Puebla,Ahuazotepec,0.766850249,0.174840458,0.661
21009,Puebla,Ahuehuetitla,0.934299955,0,0.638
21010,Puebla,Ajalpan,0.972688851,0.026749412,0.599
21011,Puebla,Albino Zertuche,0.908753316,0,0.584
21012,Puebla,Aljojuca,0.945228342,0.30344409,0.623
21013,Puebla,Altepexi,0.970391975,0.044191082,0.633
21014,Puebla,Amixtlán,0.977348296,0.207813799,0.579
21015,Puebla,Amozoc,0.906638279,0.135053545,0.716
21016,Puebla,Aquixtla,0.934264494,0.110852455,0.593
21017,Puebla,Atempan,0.960863425,0.067244973,0.609
21018,Puebla,Atexcal,0.920186577,0,0.61
21019,Puebla,Atlixco,0.92038394,0.380836854,0.738
21020,Puebla,Atoyatempan,0.982995846,0,0.64
21021,Puebla,Atzala,0.923941799,1.322751323,0.656
21022,Puebla,Atzitzihuacán,0.950066112,0.233335926,0.591
21023,Puebla,Atzitzintla,0.902441719,0,0.559
21024,Puebla,Axutla,0.888319672,0,0.61
21025,Puebla,Ayotoxco de Guerrero,0.941033138,0,0.63
21026,Puebla,Calpan,0.938445419,0,0.63
21027,Puebla,Caltepec,0.928294574,0,0.597
21028,Puebla,Camocuautla,0.99311095,0,0.534
21029,Puebla,Caxhuacan,0.959590659,0,0.633
21030,Puebla,Coatepec,0.983160622,0,0.581
21031,Puebla,Coatzingo,0.973404255,0,0.576
21032,Puebla,Cohetzala,0.96382055,0,0.588
21033,Puebla,Cohuecan,0.821765686,0.185082362,0.608
21034,Puebla,Coronango,0.909215134,0.128106585,0.688
21035,Puebla,Coxcatlán,0.944753789,0,0.684
21036,Puebla,Coyomeapan,0.991084695,0.405241118,0.509
21037,Puebla,Coyotepec,0.933161954,0,0.658
21038,Puebla,Cuapiaxtla de Madero,0.958546765,0.189717321,0.62
21039,Puebla,Cuautempan,0.946731727,0.101657009,0.566
21040,Puebla,Cuautinchán,0.958103728,0.243111831,0.617
21041,Puebla,Cuautlancingo,0.813584604,0.043657001,0.773
21042,Puebla,Cuayuca de Andrade,0.971945701,0.301659125,0.592
21043,Puebla,Cuetzalan del Progreso,0.975633724,0,0.621
21044,Puebla,Cuyoaco,0.948655114,0.116692923,0.648
21045,Puebla,Chalchicomula de Sesma,0.92940308,0.063277789,0.682
21046,Puebla,Chapulco,0.923593311,0,0.644
21047,Puebla,Chiautla,0.914005254,0.092170146,0.664
21048,Puebla,Chiautzingo,0.937610599,0.04537411,0.674
21049,Puebla,Chiconcuautla,0.977217812,0.115061558,0.535
21050,Puebla,Chichiquila,0.862039513,0.037136067,0.526
21051,Puebla,Chietla,0.895436133,0.243046179,0.662
21053,Puebla,Chignahuapan,0.866408883,0.346051998,0.629
21054,Puebla,Chignautla,0.948897028,0.02839054,0.607
21055,Puebla,Chila,0.854191263,0.393545848,0.611
21056,Puebla,Chila de la Sal,0.938496583,0,0.599
21057,Puebla,Honey,0.637356064,0,0.592
21058,Puebla,Chilchotla,0.949719074,0.047614513,0.544
21059,Puebla,Chinantla,0.913914266,0,0.661
21060,Puebla,Domingo Arenas,0.953269857,0,0.627
21061,Puebla,Eloxochitlán,0.972201093,0.207454533,0.469
21062,Puebla,Epatlán,0.933845843,0.404612583,0.666
21063,Puebla,Esperanza,0.890017608,0.203169443,0.634
21064,Puebla,Francisco Z. Mena,0.800325404,0.224416517,0.642
